"Date","Open","High","Low","Close","Volume","Adj Close"
"2014-12-11",106.5,107.660004,105.650002,105.839996,458200,103.615656
"2014-12-10",108.089996,109,105.5,105.580002,568600,103.361126
"2014-12-09",102.43,108.690002,102.43,108.550003,1028100,106.26871
"2014-12-08",106.029999,106.169998,102.18,102.510002,749500,100.355646
"2014-12-05",107.82,108,105.599998,106.18,462600,103.948515
"2014-12-04",107.25,107.75,106.129997,107.529999,839400,105.270142
"2014-12-03",106.760002,107.900002,105.150002,107.489998,914100,105.230981
"2014-12-02",107.010002,107.870003,106.139999,106.839996,780000,104.59464
"2014-12-01",108.639999,108.639999,106.110001,107.059998,444300,104.810018
"2014-11-28",109.139999,109.18,106.720001,108.529999,275500,106.249126
"2014-11-26",108.25,109.160004,107.459999,108.75,502700,106.464503
"2014-11-25",111.239998,111.849998,108.169998,108.589996,430300,106.307862
"2014-11-24",109.580002,111.489998,109.169998,111.349998,382900,109.00986
"2014-11-21",110.18,110.599998,108.480003,108.730003,475300,106.444927
"2014-11-20",107.580002,109.699997,106.699997,108.68,371500,106.395975
"2014-11-19",109.18,109.269997,107.470001,108.080002,459600,105.808586
"2014-11-18",106.709999,109.970001,106.610001,109.279999,543400,106.983364
"2014-11-17",106.650002,107.260002,105.559998,106.879997,485700,104.633801
"2014-11-14",106.25,106.790001,104.93,106.669998,555900,104.428215
"2014-11-13",108.440002,108.580002,105.480003,106.57,615100,104.330318
"2014-11-12",107.220001,109.209999,107.190002,107.809998,677300,105.544256
"2014-11-11",108.120003,109.029999,106.5,107.330002,511200,105.074348
"2014-11-10",107.510002,108,106.57,107.809998,567400,105.544256
"2014-11-07",107.529999,108.489998,106.519997,107.080002,585500,104.829602
"2014-11-06",104.519997,107.870003,104.339996,107.809998,627300,105.544256
"2014-11-05",106.139999,106.169998,103.879997,104.360001,628400,101.843699
"2014-11-04",106.32,106.849998,103.690002,105.32,826200,102.78055
"2014-11-03",107.279999,108.110001,106.169998,106.730003,793700,104.156556
"2014-10-31",110.25,110.279999,106.110001,107.339996,1300000,104.751841
"2014-10-30",111.010002,113.879997,105.220001,108.870003,1945500,106.244957
"2014-10-29",100.620003,102.849998,100.260002,101.309998,1399700,98.867236
"2014-10-28",96.610001,100.860001,96.400002,100.849998,870200,98.418329
"2014-10-27",96.830002,97.290001,94.800003,96.269997,630300,93.948759
"2014-10-24",96.199997,97.599998,94.279999,97.5,502700,95.149105
"2014-10-23",95.669998,97.220001,94.330002,95.949997,574700,93.636475
"2014-10-22",96.57,96.889999,94.690002,94.870003,525200,92.582521
"2014-10-21",93.260002,96.75,93.260002,96.599998,645800,94.270804
"2014-10-20",93.110001,94.290001,92.089996,92.82,523400,90.581947
"2014-10-17",93.970001,94.709999,92.699997,93.029999,750000,90.786883
"2014-10-16",87.290001,92.660004,87.290001,92,1041500,89.781719
"2014-10-15",88.010002,90.199997,85.739998,89.360001,1165700,87.205375
"2014-10-14",85.870003,90.150002,84.480003,89.010002,1798400,86.863815
"2014-10-13",90.230003,91.260002,85.209999,85.360001,1473100,83.301822
"2014-10-10",92.980003,93.25,90.010002,90.699997,1242300,88.513062
"2014-10-09",97.900002,98.400002,93.519997,93.68,1398000,91.421212
"2014-10-08",94.919998,98.379997,94.279999,98.239998,1066200,95.87126
"2014-10-07",97.260002,97.260002,94.650002,94.650002,1144800,92.367825
"2014-10-06",99.349998,99.43,96.800003,98.07,763200,95.705361
"2014-10-03",99.410004,100.550003,98.629997,99.480003,817800,97.081367
"2014-10-02",97.760002,99.529999,97.300003,99.010002,974100,96.622698
"2014-10-01",98.040001,99.379997,95.5,97.629997,1635400,95.275967
"2014-09-30",102.360001,102.470001,97.709999,98.040001,1798200,95.676085
"2014-09-29",102.93,103.400002,101.889999,102.029999,839400,99.569877
"2014-09-26",103.510002,104.75,103,104.260002,478900,101.746111
"2014-09-25",104.599998,105.220001,102.25,102.800003,834600,100.321315
"2014-09-24",104.699997,105.199997,103.699997,104.709999,1014600,102.185258
"2014-09-23",104.470001,105.68,103.589996,104.449997,670700,101.931525
"2014-09-22",107.879997,108.419998,105.110001,105.660004,564300,103.112356
"2014-09-19",109.309998,109.650002,107.349998,107.889999,789100,105.288583
"2014-09-18",107.660004,109.160004,107.099998,108.449997,565900,105.835078
"2014-09-17",108.580002,108.879997,106.230003,107.059998,604300,104.478594
"2014-09-16",108.190002,108.540001,106.910004,108.199997,812300,105.591106
"2014-09-15",110.860001,110.889999,107.790001,108.410004,503900,105.796049
"2014-09-12",112.769997,113.43,110.739998,111.220001,397500,108.538293
"2014-09-11",112.18,112.970001,111.480003,112.900002,439100,110.177785
"2014-09-10",112.879997,113.57,110.830002,112.449997,709100,109.738631
"2014-09-09",114,114.370003,112.849998,112.940002,402300,110.216822
"2014-09-08",113.690002,115.360001,113.550003,114.150002,467000,111.397645
"2014-09-05",113.709999,114.139999,112.330002,113.989998,564500,111.2415
"2014-09-04",114.650002,114.910004,113.440002,113.900002,726300,111.153673
"2014-09-03",115.290001,115.449997,112.900002,114.199997,440800,111.446435
"2014-09-02",115.029999,115.5,113.949997,114.860001,526600,112.090525
"2014-08-29",115.599998,115.599998,114.25,115.080002,365500,112.305222
"2014-08-28",114.459999,115.230003,113.050003,115.099998,249400,112.324736
"2014-08-27",115.940002,115.940002,114.440002,115.059998,337200,112.2857
"2014-08-26",116.25,116.309998,115.099998,115.949997,330700,113.15424
"2014-08-25",116.5,116.629997,115.629997,116,308900,113.203037
"2014-08-22",115.529999,116.510002,114.68,116.169998,428200,113.368936
"2014-08-21",116.199997,116.199997,114.959999,115.610001,305300,112.822441
"2014-08-20",114.400002,116.709999,114.370003,116.089996,528800,113.290864
"2014-08-19",115.330002,115.730003,114.739998,115.160004,561200,112.383295
"2014-08-18",113.639999,114.910004,112.989998,114.870003,443800,112.100286
"2014-08-15",113.919998,114.769997,112.209999,112.769997,760500,110.050915
"2014-08-14",110.580002,113.080002,110.099998,112.989998,745800,110.265612
"2014-08-13",110.25,111.43,109.370003,110.300003,608100,107.318437
"2014-08-12",109.589996,110.349998,108.239998,109.080002,690500,106.131414
"2014-08-11",108.059998,111.660004,108.050003,109.839996,1110600,106.870865
"2014-08-08",106.870003,108.019997,104.790001,107.839996,1766000,104.924928
"2014-08-07",109.5,110.050003,104.300003,106.870003,3210500,103.981155
"2014-08-06",108.519997,111.5,108.190002,111.260002,930400,108.252486
"2014-08-05",110.970001,111.529999,108.849998,108.989998,656500,106.043843
"2014-08-04",108.540001,111.589996,108.07,111.199997,557100,108.194103
"2014-08-01",108.5,109.510002,106.150002,107.730003,996400,104.817908
"2014-07-31",111.629997,111.980003,108.110001,108.550003,703900,105.615742
"2014-07-30",113.169998,113.279999,112.209999,112.900002,492300,109.848154
"2014-07-29",112.75,114.5,112.5,112.589996,470400,109.546529
"2014-07-28",113.790001,114.209999,111.949997,112.849998,358600,109.799503
"2014-07-25",114.720001,115.040001,112.889999,113.870003,288100,110.791935
"2014-07-24",115.330002,116.059998,114.860001,114.980003,544400,111.87193
"2014-07-23",114.989998,116.269997,114.510002,114.660004,419000,111.560581
"2014-07-22",114.239998,114.900002,113.709999,114.309998,461500,111.220036
"2014-07-21",113.889999,114.269997,112.43,113.339996,383400,110.276255
"2014-07-18",112.519997,114.529999,112.400002,114.379997,486300,111.288143
"2014-07-17",113.730003,114.190002,112.050003,112.260002,660400,109.225455
"2014-07-16",115.480003,115.860001,113.639999,114.68,671200,111.580037
"2014-07-15",117.449997,117.620003,114.410004,114.900002,884000,111.794091
"2014-07-14",117,118.599998,116.739998,117.150002,842300,113.98327
"2014-07-11",113.18,117,113.089996,116.510002,1033000,113.360571
"2014-07-10",111.440002,114.150002,111.190002,113.269997,495200,110.208148
"2014-07-09",110.529999,114.300003,110,113.769997,895000,110.694632
"2014-07-08",111.790001,111.970001,108.709999,110.050003,671100,107.075195
"2014-07-07",112.720001,112.879997,111.510002,111.660004,394400,108.641675
"2014-07-03",112.480003,113.029999,111.580002,112.910004,483600,109.857886
"2014-07-02",110.879997,113.580002,110.580002,112.470001,963200,109.429777
"2014-07-01",107.940002,111.43,107.940002,110.599998,874200,107.610323
"2014-06-30",107.339996,108.099998,106.260002,107.43,522600,104.526015
"2014-06-27",107.900002,108.550003,107.309998,107.839996,1251200,104.924928
"2014-06-26",106.410004,108.32,105.510002,108.290001,866100,105.362768
"2014-06-25",105.010002,106.989998,104.849998,106.400002,933300,103.523858
"2014-06-23",104.139999,104.519997,103.639999,104.230003,426700,101.412518
"2014-06-20",103.559998,104.269997,103.419998,104.150002,792400,101.334679
"2014-06-19",104.610001,104.610001,102.900002,103.309998,553700,100.517381
"2014-06-18",103.959999,104.82,102.339996,104.620003,462100,101.791975
"2014-06-17",103.379997,104.150002,102.699997,103.459999,653400,100.663328
"2014-06-16",102.93,104.099998,102.559998,103.239998,583100,100.449274
"2014-06-13",104.790001,104.82,102.120003,102.989998,920000,100.206032
"2014-06-12",108.059998,108.209999,104.07,104.650002,581800,101.821163
"2014-06-11",106.75,108.309998,106.440002,108.230003,683800,105.304392
"2014-06-10",106.699997,107.410004,106.309998,107.290001,431100,104.3898
"2014-06-09",107.459999,108.589996,106.68,107,484300,104.107638
"2014-06-06",105.550003,107.620003,105.440002,107.559998,900600,104.652498
"2014-06-05",105.669998,105.949997,104.550003,105.400002,751300,102.55089
"2014-06-04",104.010002,105.589996,103.900002,105.239998,644400,102.395211
"2014-06-03",103.910004,104.529999,103.099998,104.43,464200,101.607109
"2014-06-02",104.839996,105.019997,100.779999,103.989998,689100,101.179
"2014-05-30",106.919998,107.699997,104,105.029999,527900,102.190889
"2014-05-29",106.769997,107.209999,105.620003,107,366200,104.107638
"2014-05-28",108.32,108.580002,106.220001,106.339996,465000,103.465475
"2014-05-27",108,108.889999,107.269997,107.860001,435800,104.944391
"2014-05-23",106.239998,107.809998,105.370003,107.610001,781800,104.701149
"2014-05-22",105.839996,106.889999,105.379997,105.75,364100,102.891427
"2014-05-21",103.949997,106.330002,103.5,105.839996,721000,102.978991
"2014-05-20",104.669998,104.800003,102.040001,103.489998,896000,100.692516
"2014-05-19",105.160004,106.779999,104.650002,104.940002,711800,102.103325
"2014-05-16",104.910004,105.68,102.910004,105.5,649600,102.648185
"2014-05-15",105.25,105.349998,102.400002,104.699997,1190300,101.869807
"2014-05-14",107.019997,107.660004,105.239998,105.610001,591600,102.755212
"2014-05-13",108.419998,108.809998,106.559998,107.900002,615500,104.983311
"2014-05-12",104.639999,108.419998,104.599998,108.099998,794700,105.177902
"2014-05-09",102.910004,104.620003,102.07,104.290001,979500,101.470894
"2014-05-08",105.599998,107.160004,103.419998,103.669998,1205000,100.867651
"2014-05-07",108.339996,108.949997,104.300003,105.489998,971700,102.34656
"2014-05-06",109.25,110.629997,108.059998,108.209999,621000,104.985509
"2014-05-05",110.580002,111.989998,109.510002,109.970001,646700,106.693066
"2014-05-02",107.75,112.639999,107.550003,111.339996,1184400,108.022237
"2014-05-01",113.230003,115,102.580002,107.470001,3054200,104.267562
"2014-04-30",107.849998,109.849998,106.730003,109.610001,1137900,106.343793
"2014-04-29",106.75,108.139999,106.470001,107.599998,849600,104.393686
"2014-04-28",109.639999,110.360001,103.910004,105.660004,1421400,102.5115
"2014-04-25",111.080002,112.199997,108.480003,109,1431800,105.751969
"2014-04-24",111.480003,112.440002,108.419998,112.010002,1064400,108.672278
"2014-04-23",110.260002,112.889999,110.199997,111.18,1068100,107.867009
"2014-04-22",107.669998,110,107.410004,109.800003,619400,106.528133
"2014-04-21",106.279999,107.940002,105.32,107.360001,470100,104.160839
"2014-04-17",106.040001,107.690002,105.25,105.610001,462700,102.462986
"2014-04-16",104.849998,106.449997,104.099998,106.379997,563800,103.210038
"2014-04-15",101.660004,104.25,100.889999,104.010002,919200,100.910665
"2014-04-14",102.540001,103.860001,100.300003,101.07,736900,98.058271
"2014-04-11",102.050003,104.730003,101.010002,102.089996,794100,99.047873
"2014-04-10",106.989998,107.279999,102.75,103.220001,1188300,100.144205
"2014-04-09",107.040001,107.980003,105.230003,107.260002,883700,104.063821
"2014-04-08",102.459999,105.730003,99.339996,105.449997,1506700,102.307751
"2014-04-07",104.269997,104.290001,98.589996,99.980003,1437600,97.000754
"2014-04-04",109.040001,110.059998,103.75,104.269997,977600,101.162913
"2014-04-03",112.370003,112.370003,108.449997,108.980003,770600,105.732568
"2014-04-02",109.25,112.230003,108.769997,111.589996,1059200,108.264788
"2014-04-01",106.629997,108.580002,106.260002,108.32,520200,105.092232
"2014-03-31",106.849998,107.440002,105.510002,106.400002,592000,103.229447
"2014-03-28",104.230003,106.629997,104.230003,105.440002,675900,102.298054
"2014-03-27",105.209999,105.400002,103.18,103.769997,886400,100.677812
"2014-03-26",107.309998,108.18,104.760002,105.269997,550100,102.133114
"2014-03-25",109.050003,110.330002,106.440002,106.720001,794500,103.539911
"2014-03-24",109.980003,110.029999,106.489998,108.129997,720500,104.907891
"2014-03-21",111.980003,111.980003,109.129997,109.349998,925400,106.091538
"2014-03-20",108.43,111.230003,107.800003,110.900002,871600,107.595354
"2014-03-19",109.5,109.57,107.57,108.599998,488400,105.363887
"2014-03-18",106.989998,109.379997,106.989998,109.260002,668100,106.004224
"2014-03-17",104.940002,106.900002,104.599998,106.830002,603400,103.646634
"2014-03-14",105.489998,105.57,104.150002,104.529999,951200,101.415167
"2014-03-13",108.07,108.209999,105.360001,105.93,545400,102.773451
"2014-03-12",107.209999,107.860001,105.779999,107.709999,461300,104.500408
"2014-03-11",108.779999,108.870003,106.830002,107.43,494700,104.228753
"2014-03-10",109.010002,109.080002,106.739998,108.519997,524400,105.286269
"2014-03-07",109.360001,109.870003,108.080002,109.089996,761700,105.839284
"2014-03-06",107.260002,108.220001,106.550003,107.779999,723800,104.568322
"2014-03-05",108.68,108.940002,106.5,106.980003,771300,103.792165
"2014-03-04",106.099998,108.800003,105.260002,108.68,1079200,105.441505
"2014-03-03",103.620003,104.919998,101.610001,104.440002,988700,101.327852
"2014-02-28",105.919998,106,103.699997,104.730003,703800,101.609212
"2014-02-27",105.699997,106.050003,104.610001,105.599998,777500,102.453282
"2014-02-26",106,106.389999,104.449997,105.800003,1063400,102.647327
"2014-02-25",107.139999,107.989998,105.32,105.57,930100,102.424178
"2014-02-24",104.290001,106.459999,104,105.760002,764200,102.608518
"2014-02-21",104.050003,105.970001,103.099998,104.550003,906800,101.434575
"2014-02-20",102.760002,104.029999,102.209999,103.790001,851200,100.69722
"2014-02-19",103.419998,104,102.290001,102.449997,608500,99.397146
"2014-02-18",105.440002,105.650002,103.669998,103.870003,666900,100.774838
"2014-02-14",104,105.800003,103.620003,104.790001,628200,101.667422
"2014-02-13",103.470001,104.800003,103.019997,103.989998,958300,100.891257
"2014-02-12",104.290001,105.559998,103.949997,104.610001,895100,101.492785
"2014-02-11",102.07,104.919998,101.599998,104.18,741600,101.075598
"2014-02-10",102.959999,103.599998,100.269997,101.839996,694000,98.805322
"2014-02-07",103.449997,104.519997,101.050003,102.93,682000,99.862846
"2014-02-06",100.730003,104.459999,100.5,103.110001,854000,100.037483
"2014-02-05",100.919998,101.660004,99.059998,100.559998,1229100,97.272405
"2014-02-04",99.480003,102.440002,99.25,101.559998,1167100,98.239712
"2014-02-03",103.339996,103.610001,97.760002,99.230003,1689500,95.985892
"2014-01-31",100.449997,105.580002,100.400002,103.43,1904400,100.048579
"2014-01-30",95.870003,103.480003,95.510002,102.339996,3834000,98.99421
"2014-01-29",87.699997,88.919998,86.639999,87.18,850200,84.329838
"2014-01-28",87.580002,89.220001,87.379997,88.970001,606600,86.061318
"2014-01-27",89.470001,89.879997,85.580002,87.580002,1240100,84.716762
"2014-01-24",90.5,91.220001,88.860001,89.379997,1358400,86.45791
"2014-01-23",89.830002,90.059998,88.669998,89.589996,737700,86.661044
"2014-01-22",90.360001,90.559998,89.610001,90.459999,467100,87.502604
"2014-01-21",91.410004,91.410004,89.559998,89.989998,568800,87.047968
"2014-01-17",90.400002,91.129997,89.489998,90.480003,864600,87.521954
"2014-01-16",89.349998,90.400002,89.050003,90.339996,723100,87.386524
"2014-01-15",88.260002,90.019997,88.150002,89.589996,928400,86.661044
"2014-01-14",86.150002,88.720001,85.18,88.360001,1017600,85.47126
"2014-01-13",87.889999,88.870003,85.660004,85.940002,1154900,83.130379
"2014-01-10",85.989998,88.470001,85.900002,88.279999,1445700,85.393874
"2014-01-09",83.410004,85.93,83.389999,85.870003,1116200,83.062668
"2014-01-08",83,83.669998,82.510002,83.410004,1046800,80.683093
"2014-01-07",82.330002,83.690002,81.949997,83,683300,80.286493
"2014-01-06",81.010002,82.879997,81.010002,81.860001,638900,79.183764
"2014-01-03",80.370003,81.260002,80.059998,80.699997,496900,78.061684
"2014-01-02",81.93,81.93,79.919998,80.199997,742900,77.578031
"2013-12-31",81.709999,82.25,81.080002,81.849998,555800,79.174089
"2013-12-30",83.029999,83.269997,81.309998,81.699997,1017900,79.028991
"2013-12-27",84.910004,85.400002,82.919998,83.360001,429400,80.634725
"2013-12-26",84.089996,85.650002,84.089996,84.5,494600,81.737454
"2013-12-24",83.459999,84.389999,83.300003,83.790001,154500,81.050667
"2013-12-23",83.889999,83.989998,83.150002,83.650002,338400,80.915245
